0,6.333333333333335
1,8.955462769659011
2,8.95448079658606
3,7.970225127087871
4,9.93646102696712
5,5.018092725216734
6,4.035175879396985
7,6.002772277227723
8,6.0028420625253744
9,9.936116910229648
10,7.968085106382978
11,9.93502581755594
12,3.0475770925110126
13,5.999999999999998
14,2.065635255508674
15,6.985486211901302
16,2.0674662668665684
17,9.937885010266942
18,2.067089276281036
19,6.003850385038504
20,4.037142857142856
21,5.021932424422051
22,6.989583333333334
23,6.005728835136853
24,6.005988023952093
25,6.006258692628652
26,2.074101247248716
27,5.027047913446677
28,3.0626525630593973
29,9.946061643835616
30,18.792553191489365
31,5.999999999999998
32,4.032850241545894
33,5.018789144050105
34,9.936946902654867
35,5.998803827751196
36,12.881290322580641
37,15.83157894736842
38,8.928571428571429
39,3.0139318885448914
40,8.923599320882852
41,3.0056179775280896
42,5.960176991150442
43,5.951742627345845
44,3.9746835443037973
45,5.937007874015748
46,1.9776536312849162
47,0.0
48,0.0
